time,rms,region,temps,mesures,x,y
7.58,1,Intro,3,6,0.353681,0.111413
7.60,1,Intro,3,6,0.344114,0.058414
7.62,1,Intro,3,6,0.337545,0.028742
7.64,1,Intro,3,6,0.337545,0.028742
7.66,1,Intro,4,6,0.320977,-0.007157
7.68,1,Intro,4,6,0.313041,-0.01726
7.70,1,Intro,4,6,0.313041,-0.01726
7.72,1,Intro,4,6,0.306657,-0.039535
7.74,1,Intro,4,6,0.304944,-0.046719
7.76,1,Intro,4,6,0.304944,-0.046719
7.78,1,Intro,4,6,0.302421,-0.058836
7.80,1,Intro,4,6,0.301952,-0.070852
7.82,1,Intro,4,6,0.301952,-0.070852
7.84,1,Intro,4,6,0.301758,-0.085561
7.86,1,Intro,4,6,0.298768,-0.110358
7.88,1,Intro,4,6,0.298768,-0.110358
7.90,1,Intro,4,6,0.294758,-0.134587
7.92,1,Intro,4,6,0.296303,-0.151056
7.94,1,Intro,4,6,0.296303,-0.151056
7.96,1,Intro,4,6,0.276755,-0.169445
7.98,1,Intro,4,6,0.272391,-0.184213
8.00,1,Intro,1,7,0.272391,-0.184213
8.02,1,Intro,1,7,0.258963,-0.196159
8.04,1,Intro,1,7,0.243985,-0.216806
8.06,1,Intro,1,7,0.243985,-0.216806
8.08,1,Intro,1,7,0.238643,-0.226965
8.10,1,Intro,1,7,0.198305,-0.261855
8.12,1,Intro,1,7,0.198305,-0.261855
8.14,1,Intro,1,7,0.171757,-0.268675
8.16,1,Intro,1,7,0.1517,-0.277696
8.18,1,Intro,1,7,0.1517,-0.277696
8.20,1,Intro,1,7,0.119017,-0.279325
8.22,1,Intro,1,7,0.086662,-0.281413
8.24,1,Intro,1,7,0.086662,-0.281413
8.26,1,Intro,1,7,0.052356,-0.285835
8.28,1,Intro,1,7,0.041994,-0.287087
8.30,1,Intro,1,7,0.041994,-0.287087
8.32,1,Intro,2,7,0.004815,-0.288867
8.34,1,Intro,2,7,-0.012994,-0.291696
8.36,1,Intro,2,7,-0.012994,-0.291696
8.38,1,Intro,2,7,-0.044681,-0.296915
8.40,1,Intro,2,7,-0.062712,-0.296623
8.42,1,Intro,2,7,-0.062712,-0.296623
8.44,1,Intro,2,7,-0.080666,-0.299094
8.46,1,Intro,2,7,-0.107122,-0.29391
8.48,1,Intro,2,7,-0.107122,-0.29391
8.50,1,Intro,2,7,-0.126639,-0.293454
8.52,1,Intro,2,7,-0.153024,-0.29003
8.54,1,Intro,2,7,-0.153024,-0.29003
8.56,1,Intro,2,7,-0.185846,-0.279711
8.58,1,Intro,2,7,-0.204858,-0.270814
8.60,1,Intro,2,7,-0.204858,-0.270814
8.62,1,Intro,2,7,-0.247249,-0.249604
8.64,1,Intro,2,7,-0.261219,-0.242329
8.66,1,Intro,3,7,-0.261219,-0.242329
8.68,1,Intro,3,7,-0.27934,-0.228139
8.70,1,Intro,3,7,-0.297066,-0.212431
8.72,1,Intro,3,7,-0.297066,-0.212431
8.74,1,Intro,3,7,-0.30676,-0.200528
8.76,1,Intro,3,7,-0.312203,-0.194619
8.78,1,Intro,3,7,-0.312203,-0.194619
8.80,1,Intro,3,7,-0.330378,-0.183482
8.82,1,Intro,3,7,-0.354925,-0.18245
8.84,1,Intro,3,7,-0.354925,-0.18245
8.86,1,Intro,3,7,-0.363743,-0.18336
8.88,1,Intro,3,7,-0.372982,-0.182638
8.90,1,Intro,3,7,-0.372982,-0.182638
8.92,1,Intro,3,7,-0.375084,-0.18255
8.94,1,Intro,3,7,-0.373669,-0.179891
8.96,1,Intro,3,7,-0.373669,-0.179891
8.98,1,Intro,3,7,-0.374957,-0.167567
9.00,1,Intro,4,7,-0.376809,-0.129471
